test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Study_attendence_interaction,Passed the class
0.52,0.78,0.54,0.89,0.09,0.71,0.03,0.06,0.0639,1
0.6,0.93,0.56,0.84,0.1,0.79,0.07,0.02,0.07900000000000001,1
0.61,0.97,0.55,0.88,0.02,0.5,0.1,0.01,0.01,0
0.59,0.51,0.97,0.59,0.01,0.61,0.08,0.0,0.0061,0
0.74,0.5,0.61,0.76,0.04,0.56,0.1,0.01,0.022400000000000003,0
0.98,0.5,0.79,0.64,0.12,0.68,0.04,0.05,0.0816,1
0.98,0.66,0.88,0.64,0.06,0.65,0.1,0.05,0.039,1
0.74,0.52,0.82,0.86,0.07,0.59,0.06,0.06,0.0413,1
0.6,0.81,0.5,0.84,0.06,0.72,0.09,0.02,0.043199999999999995,0
0.85,0.59,0.77,0.52,0.11,0.8,0.07,0.04,0.08800000000000001,1
0.88,0.7,0.64,0.78,0.08,0.58,0.09,0.06,0.0464,1
0.75,0.83,0.93,0.53,0.01,0.63,0.05,0.0,0.0063,0
0.63,0.47,0.69,0.96,0.04,0.5,0.1,0.0,0.02,0
0.88,0.54,0.41,0.65,0.11,0.81,0.09,0.02,0.08910000000000001,0
0.89,0.47,0.4,0.54,0.08,0.69,0.06,0.02,0.0552,0
0.5,0.74,0.91,0.7,0.0,0.59,0.1,0.0,0.0,0
0.53,0.9,0.77,0.89,0.15,0.91,0.05,0.07,0.1365,1
0.79,0.66,0.97,0.91,0.04,0.67,0.07,0.0,0.0268,0
0.61,0.47,0.97,0.7,0.09,0.97,0.02,0.0,0.08729999999999999,0
0.84,0.45,0.96,0.51,0.13,0.62,0.08,0.04,0.0806,1
0.62,0.77,0.76,0.63,0.12,0.62,0.08,0.05,0.0744,1
0.8,0.63,0.94,0.54,0.02,0.7,0.06,0.02,0.013999999999999999,0
0.87,0.8,0.93,0.56,0.13,0.7,0.09,0.03,0.091,0
0.92,0.78,0.93,0.6,0.09,0.8,0.1,0.02,0.072,1
0.72,0.75,0.48,0.84,0.0,0.5,0.1,0.0,0.0,0
0.53,0.87,0.44,0.79,0.06,0.78,0.03,0.0,0.0468,0
0.65,0.68,0.89,0.93,0.01,0.6,0.06,0.0,0.006,0
0.56,0.56,0.63,0.95,0.07,0.67,0.08,0.0,0.046900000000000004,0
0.71,0.57,0.66,0.5,0.1,0.58,0.1,0.0,0.057999999999999996,0
0.78,0.6,0.69,0.65,0.12,0.84,0.06,0.07,0.10079999999999999,1
0.6,0.6,0.9,0.96,0.05,0.7,0.08,0.0,0.034999999999999996,0
0.82,0.95,0.54,0.5,0.04,0.7,0.08,0.01,0.027999999999999997,0
0.78,0.99,0.86,0.71,0.02,0.5,0.09,0.01,0.01,0
0.88,0.96,0.48,0.62,0.12,0.7,0.08,0.04,0.08399999999999999,1
0.61,0.97,0.85,0.76,0.12,0.72,0.08,0.05,0.08639999999999999,1
0.56,0.64,0.76,0.64,0.08,0.55,0.1,0.01,0.044000000000000004,0
0.88,0.85,0.69,0.66,0.04,0.71,0.05,0.02,0.028399999999999998,0
0.91,0.92,0.88,0.58,0.05,0.74,0.04,0.02,0.037,0
0.97,0.71,0.54,0.54,0.05,0.51,0.09,0.02,0.025500000000000002,0
0.75,0.83,0.59,0.72,0.0,0.6,0.08,0.0,0.0,0
0.89,0.57,0.96,0.93,0.09,0.78,0.05,0.03,0.0702,1
0.58,0.48,0.88,0.98,0.04,0.81,0.05,0.02,0.032400000000000005,0
0.9,0.76,0.95,0.92,0.15,0.83,0.08,0.06,0.12449999999999999,1
0.83,0.89,0.95,0.6,0.03,0.53,0.09,0.01,0.0159,0
0.94,0.84,0.64,0.73,0.08,0.59,0.1,0.07,0.0472,1
0.62,0.78,0.48,0.57,0.0,0.63,0.08,0.0,0.0,0
0.85,0.83,0.84,0.96,0.06,0.73,0.06,0.01,0.0438,0
0.74,0.87,0.61,0.83,0.11,0.71,0.09,0.03,0.0781,0
0.73,0.61,0.52,0.91,0.06,0.61,0.1,0.0,0.0366,0
0.93,0.68,0.76,0.8,0.03,0.71,0.06,0.0,0.0213,0
0.66,0.73,0.99,0.71,0.0,0.71,0.09,0.0,0.0,0
0.51,0.9,0.67,0.63,0.05,0.62,0.06,0.0,0.031,0
0.62,0.72,0.53,0.54,0.07,0.67,0.07,0.01,0.046900000000000004,0
0.8,0.89,0.69,0.66,0.12,0.79,0.04,0.03,0.0948,1
0.78,0.91,0.78,0.67,0.04,0.6,0.09,0.01,0.024,0
0.99,0.66,0.96,0.68,0.04,0.73,0.07,0.0,0.0292,0
0.77,0.72,0.44,0.56,0.18,0.74,0.06,0.04,0.13319999999999999,1
0.76,0.97,0.51,0.75,0.08,0.78,0.09,0.02,0.062400000000000004,1
0.64,0.69,0.74,0.74,0.11,0.64,0.06,0.04,0.0704,1
0.8,0.85,0.8,0.67,0.01,0.84,0.1,0.0,0.0084,0
0.89,0.47,0.81,0.93,0.08,0.67,0.09,0.0,0.0536,0
0.64,0.57,0.4,0.64,0.09,0.75,0.09,0.02,0.0675,0
0.82,0.75,0.85,0.78,0.08,0.81,0.09,0.02,0.06480000000000001,1
0.69,0.57,0.4,0.95,0.0,0.59,0.1,0.0,0.0,0
0.91,0.85,0.81,0.91,0.04,0.67,0.04,0.02,0.0268,0
0.61,0.62,0.82,0.98,0.07,0.68,0.04,0.01,0.04760000000000001,0
0.86,0.81,0.99,0.5,0.0,0.82,0.04,0.0,0.0,0
0.58,0.87,0.59,0.53,0.19,0.96,0.04,0.05,0.1824,1
0.72,0.78,0.73,0.58,0.13,0.66,0.1,0.04,0.0858,1
0.57,0.61,0.94,0.85,0.0,0.5,0.07,0.0,0.0,0
0.81,0.99,0.73,0.81,0.1,0.76,0.05,0.01,0.07600000000000001,1
0.97,0.96,0.94,0.73,0.1,0.72,0.06,0.03,0.072,0
0.63,0.65,0.63,0.86,0.11,0.87,0.06,0.06,0.0957,1
0.76,0.8,0.67,0.67,0.0,0.64,0.09,0.01,0.0,0
0.74,0.98,0.5,0.64,0.09,0.7,0.05,0.0,0.063,0
0.62,0.94,0.47,0.69,0.01,0.52,0.1,0.01,0.005200000000000001,0
0.7,0.96,0.74,0.89,0.1,0.66,0.09,0.02,0.066,0
0.94,0.84,0.8,0.51,0.03,0.56,0.09,0.04,0.016800000000000002,1
0.8,0.63,0.97,0.74,0.13,0.7,0.08,0.06,0.091,1
0.86,0.56,0.55,0.62,0.08,0.65,0.05,0.03,0.052000000000000005,0
0.97,0.72,0.97,0.76,0.0,0.56,0.09,0.01,0.0,0
0.92,0.55,0.55,0.62,0.0,0.6,0.09,0.03,0.0,0
0.54,0.92,0.81,0.77,0.09,0.75,0.09,0.03,0.0675,1
0.62,0.81,0.45,0.95,0.03,0.73,0.09,0.0,0.0219,0
0.77,0.72,0.59,0.64,0.1,0.78,0.1,0.03,0.07800000000000001,0
0.92,0.79,0.95,0.78,0.05,0.51,0.1,0.02,0.025500000000000002,0
0.74,0.88,0.91,0.7,0.14,0.62,0.06,0.05,0.0868,1
0.84,0.59,0.91,0.93,0.12,0.69,0.1,0.02,0.08279999999999998,0
0.96,0.6,0.5,0.8,0.09,0.58,0.1,0.04,0.052199999999999996,1
0.88,0.89,0.47,0.72,0.04,0.68,0.09,0.02,0.027200000000000002,0
0.56,0.51,0.59,0.86,0.02,0.62,0.1,0.0,0.0124,0
0.87,0.91,0.71,0.52,0.07,0.68,0.08,0.01,0.04760000000000001,0
0.81,0.47,0.72,0.99,0.01,0.74,0.06,0.0,0.0074,0
0.52,0.75,0.45,0.84,0.09,0.66,0.07,0.02,0.0594,0
0.94,0.56,0.67,0.63,0.05,0.54,0.06,0.0,0.027000000000000003,0
0.88,0.52,0.47,0.51,0.06,0.64,0.08,0.02,0.0384,0
0.86,0.69,0.53,0.99,0.05,0.5,0.07,0.01,0.025,0
0.99,0.88,0.42,0.62,0.09,0.68,0.1,0.01,0.061200000000000004,0
0.71,0.94,0.41,0.51,0.09,0.5,0.08,0.02,0.045,0
0.57,0.79,0.61,0.61,0.04,0.64,0.1,0.0,0.0256,0
0.66,0.56,0.72,0.76,0.04,0.75,0.04,0.01,0.03,0
0.76,0.99,0.82,0.83,0.06,0.71,0.07,0.0,0.0426,0
0.82,0.65,0.6,0.89,0.05,0.68,0.07,0.01,0.034,0
0.95,0.7,0.45,0.54,0.08,0.73,0.07,0.03,0.0584,0
0.66,0.99,0.79,0.74,0.0,0.53,0.09,0.0,0.0,0
0.91,0.46,0.46,0.6,0.13,0.53,0.1,0.02,0.0689,0
0.61,0.58,0.45,0.62,0.09,0.57,0.1,0.04,0.05129999999999999,1
0.97,0.9,0.89,0.77,0.1,0.76,0.07,0.04,0.07600000000000001,1
0.95,0.48,0.83,0.7,0.11,0.81,0.06,0.06,0.08910000000000001,1
0.76,0.61,0.47,0.98,0.0,0.73,0.05,0.0,0.0,0
0.97,0.91,0.63,0.97,0.0,0.5,0.09,0.0,0.0,0
0.57,0.92,0.66,0.75,0.0,0.72,0.04,0.01,0.0,0
0.72,0.49,0.92,0.76,0.08,0.55,0.09,0.0,0.044000000000000004,0
0.91,0.68,0.9,0.75,0.08,0.72,0.1,0.02,0.0576,0
0.98,0.93,0.67,0.64,0.11,0.77,0.1,0.05,0.0847,1
0.78,0.99,0.98,0.99,0.13,0.66,0.09,0.05,0.0858,1
0.99,0.51,0.95,0.55,0.0,0.68,0.1,0.0,0.0,0
0.69,0.67,0.44,0.53,0.0,0.5,0.08,0.0,0.0,0
0.65,0.91,0.58,0.53,0.04,0.54,0.07,0.02,0.0216,0
0.66,0.61,0.48,0.79,0.09,0.61,0.07,0.03,0.0549,0
0.65,0.56,0.64,0.62,0.06,0.73,0.07,0.03,0.0438,0
0.68,0.55,0.83,0.58,0.19,0.85,0.08,0.01,0.1615,0
0.57,0.95,0.86,0.91,0.02,0.64,0.06,0.02,0.0128,0
0.87,0.55,0.94,0.63,0.09,0.71,0.09,0.01,0.0639,0
0.87,0.78,0.84,0.77,0.13,0.86,0.08,0.03,0.1118,1
0.78,0.91,0.95,0.89,0.15,0.71,0.08,0.02,0.1065,0
0.9,0.81,0.52,0.52,0.07,0.63,0.07,0.01,0.04410000000000001,0
0.85,0.94,0.92,0.9,0.02,0.6,0.09,0.0,0.012,0
0.75,0.73,0.92,0.78,0.1,0.6,0.09,0.04,0.06,1
0.8,0.97,0.76,0.82,0.1,0.76,0.08,0.06,0.07600000000000001,1
0.93,0.97,0.41,0.64,0.12,0.6,0.1,0.07,0.072,1
0.61,0.92,0.9,0.96,0.14,0.72,0.05,0.02,0.1008,0
0.66,0.8,0.79,0.88,0.06,0.75,0.08,0.01,0.045,1
0.64,0.71,0.53,0.64,0.01,0.58,0.1,0.0,0.0058,0
0.58,0.99,0.7,0.56,0.1,0.6,0.09,0.03,0.06,0
0.88,0.86,0.45,0.94,0.1,0.73,0.08,0.02,0.073,0
0.91,0.66,0.64,0.61,0.06,0.73,0.07,0.04,0.0438,1
0.97,0.46,0.78,0.99,0.02,0.67,0.06,0.01,0.0134,0
0.61,0.91,0.85,0.88,0.09,0.74,0.04,0.0,0.06659999999999999,0
0.81,0.8,0.7,0.56,0.12,0.65,0.1,0.02,0.078,0
0.74,0.92,0.77,0.96,0.0,0.82,0.06,0.0,0.0,0
0.88,0.74,0.55,0.9,0.08,0.78,0.07,0.01,0.062400000000000004,1
0.67,0.51,0.66,0.55,0.08,0.61,0.09,0.03,0.0488,0
0.64,0.56,0.69,0.75,0.15,0.77,0.06,0.01,0.11549999999999999,0
0.81,0.47,0.43,0.58,0.06,0.68,0.1,0.01,0.0408,0
0.55,0.61,0.78,0.73,0.13,0.75,0.06,0.06,0.0975,1
0.93,0.85,0.55,0.79,0.13,0.77,0.08,0.02,0.10010000000000001,1
0.92,0.76,0.75,0.65,0.12,0.72,0.07,0.03,0.08639999999999999,0
0.84,0.52,0.46,0.97,0.02,0.68,0.03,0.03,0.013600000000000001,0
0.83,0.67,0.6,0.76,0.19,0.88,0.04,0.05,0.16720000000000002,1
0.87,0.82,0.41,0.82,0.08,0.72,0.1,0.03,0.0576,0
0.54,0.74,0.94,0.72,0.07,0.61,0.07,0.04,0.0427,1
0.67,0.59,0.47,0.94,0.06,0.78,0.08,0.0,0.0468,0
0.65,0.54,0.81,0.68,0.12,0.71,0.08,0.03,0.0852,0
0.57,0.99,0.66,0.85,0.17,0.79,0.07,0.08,0.1343,1
0.74,0.82,0.41,0.68,0.11,0.67,0.08,0.03,0.0737,0
0.81,0.59,0.45,0.71,0.05,0.78,0.08,0.03,0.03900000000000001,0
0.75,0.74,0.43,0.91,0.15,0.69,0.08,0.03,0.1035,0
0.71,0.9,0.6,0.94,0.01,0.6,0.06,0.0,0.006,0
0.8,0.7,0.4,0.82,0.04,0.89,0.08,0.05,0.0356,1
0.92,0.95,0.77,0.94,0.02,0.5,0.1,0.02,0.01,0
0.59,0.89,0.99,0.59,0.05,0.56,0.06,0.03,0.028000000000000004,0
0.61,0.58,0.51,0.96,0.1,0.81,0.05,0.04,0.08100000000000002,1
0.77,0.47,0.66,0.81,0.05,0.66,0.1,0.01,0.033,0
0.55,0.8,0.53,0.64,0.07,0.73,0.06,0.03,0.051100000000000007,0
0.69,0.7,0.54,0.88,0.08,0.55,0.1,0.01,0.044000000000000004,0
0.54,0.58,0.63,0.95,0.04,0.62,0.08,0.0,0.0248,0
0.72,0.75,0.57,0.57,0.01,0.6,0.1,0.01,0.006,0
0.58,0.58,0.56,0.74,0.0,0.6,0.08,0.05,0.0,1
0.78,0.84,0.48,0.67,0.14,0.75,0.04,0.01,0.10500000000000001,0
0.65,0.54,0.86,0.64,0.02,0.5,0.1,0.0,0.01,0
0.95,0.53,0.57,0.75,0.03,0.62,0.1,0.0,0.0186,0
0.71,0.9,0.95,0.9,0.0,0.75,0.08,0.02,0.0,0
0.57,0.84,0.92,0.93,0.06,0.63,0.07,0.01,0.0378,0
0.69,0.87,0.57,0.7,0.1,0.61,0.08,0.02,0.061,0
0.63,0.86,0.44,0.71,0.05,0.59,0.09,0.02,0.0295,0
0.88,0.62,0.87,0.95,0.09,0.81,0.08,0.02,0.0729,1
0.86,0.8,0.48,0.83,0.0,0.5,0.1,0.01,0.0,0
0.99,0.8,0.93,0.86,0.09,0.75,0.07,0.03,0.0675,1
0.83,0.56,0.74,0.86,0.04,0.68,0.09,0.0,0.027200000000000002,0
0.6,0.94,0.83,0.63,0.0,0.52,0.08,0.01,0.0,0
0.89,0.84,0.95,0.53,0.0,0.9,0.09,0.0,0.0,0
0.82,0.47,0.85,0.73,0.02,0.71,0.04,0.0,0.014199999999999999,0
0.8,0.62,0.4,0.51,0.01,0.63,0.1,0.0,0.0063,0
0.93,0.51,0.8,0.5,0.08,0.8,0.04,0.0,0.064,0
0.83,0.75,0.48,0.51,0.1,0.76,0.06,0.03,0.07600000000000001,0
0.99,0.45,0.71,0.62,0.08,0.72,0.04,0.03,0.0576,0
0.56,0.75,0.59,0.76,0.08,0.7,0.09,0.04,0.055999999999999994,1
0.98,0.98,0.52,0.66,0.01,0.56,0.1,0.0,0.005600000000000001,0
0.72,0.57,0.79,0.94,0.08,0.78,0.06,0.0,0.062400000000000004,1
0.95,0.73,0.5,0.66,0.11,0.7,0.05,0.01,0.077,0
0.56,0.47,0.85,0.54,0.06,0.78,0.09,0.03,0.0468,0
0.74,0.73,0.87,0.73,0.06,0.77,0.06,0.01,0.0462,1
0.52,0.79,0.82,0.57,0.02,0.72,0.07,0.0,0.0144,0
0.87,0.59,0.9,0.93,0.08,0.64,0.06,0.01,0.0512,0
0.69,0.65,0.93,0.58,0.04,0.56,0.1,0.03,0.022400000000000003,0
0.83,0.63,0.81,0.67,0.11,0.71,0.07,0.06,0.0781,1
0.98,0.72,0.65,0.65,0.09,0.69,0.08,0.01,0.062099999999999995,0
0.93,0.48,0.79,0.81,0.06,0.62,0.07,0.0,0.0372,0
0.93,0.89,0.5,0.89,0.07,0.77,0.08,0.01,0.0539,1
0.79,0.57,0.64,0.88,0.06,0.75,0.07,0.0,0.045,1
0.66,0.59,0.79,0.9,0.05,0.73,0.04,0.04,0.0365,1
0.59,0.95,0.64,0.93,0.07,0.81,0.07,0.02,0.05670000000000001,1
0.84,0.92,0.59,0.95,0.02,0.64,0.09,0.01,0.0128,0
0.69,0.83,0.81,0.81,0.08,0.57,0.07,0.0,0.045599999999999995,0
0.67,0.76,0.88,0.91,0.08,0.82,0.09,0.02,0.06559999999999999,1
0.94,0.47,0.94,0.97,0.01,0.66,0.06,0.0,0.006600000000000001,0
0.93,0.74,0.5,0.51,0.09,0.8,0.07,0.03,0.072,0
0.76,0.64,0.83,0.87,0.06,0.71,0.1,0.02,0.0426,0
0.98,0.46,0.49,0.92,0.03,0.57,0.1,0.01,0.017099999999999997,0
0.85,0.94,0.91,0.53,0.11,0.59,0.06,0.06,0.0649,1
0.72,0.69,0.88,0.54,0.13,0.83,0.08,0.03,0.1079,1
0.81,0.55,0.42,0.86,0.03,0.59,0.08,0.02,0.017699999999999997,0
0.59,0.45,0.78,0.98,0.05,0.76,0.05,0.01,0.038000000000000006,1
0.6,0.92,0.66,0.86,0.13,0.53,0.1,0.06,0.0689,1
0.87,0.93,0.74,0.75,0.0,0.67,0.1,0.0,0.0,0
0.55,0.92,0.88,0.92,0.16,0.82,0.06,0.03,0.13119999999999998,1
0.9,0.54,0.94,0.58,0.07,0.83,0.03,0.0,0.058100000000000006,1
0.96,0.61,0.79,0.64,0.11,0.67,0.05,0.04,0.0737,1
0.83,0.74,0.7,0.73,0.0,0.6,0.1,0.0,0.0,0
0.85,0.79,0.6,0.73,0.01,0.77,0.08,0.0,0.0077,0
0.86,0.94,0.61,0.84,0.04,0.78,0.08,0.01,0.031200000000000002,0
0.66,0.63,0.58,0.97,0.01,0.56,0.06,0.0,0.005600000000000001,0
0.89,0.9,0.53,0.9,0.0,0.5,0.08,0.0,0.0,0
0.89,0.97,0.76,0.74,0.03,0.64,0.07,0.0,0.0192,0
0.61,0.78,0.9,0.75,0.02,0.72,0.05,0.01,0.0144,0
0.7,0.76,0.84,0.72,0.0,0.67,0.08,0.0,0.0,0
0.89,0.56,0.89,0.55,0.14,0.73,0.06,0.04,0.10220000000000001,1
0.68,0.87,0.62,0.9,0.1,0.92,0.05,0.03,0.09200000000000001,1
0.52,0.61,0.65,0.76,0.01,0.58,0.07,0.03,0.0058,0
0.67,0.5,0.82,0.68,0.08,0.72,0.05,0.05,0.0576,1
0.68,0.95,0.94,0.8,0.09,0.58,0.06,0.01,0.052199999999999996,0
0.96,0.57,0.83,0.87,0.0,0.53,0.07,0.02,0.0,0
0.55,0.83,0.79,0.92,0.09,0.69,0.08,0.03,0.062099999999999995,0
0.65,0.66,0.51,0.81,0.04,0.7,0.06,0.0,0.027999999999999997,0
0.57,0.55,0.4,0.51,0.09,0.5,0.1,0.0,0.045,0
0.97,0.51,0.89,0.67,0.01,0.53,0.1,0.0,0.0053,0
0.67,0.89,0.73,0.77,0.1,0.5,0.1,0.04,0.05,1
0.97,0.89,0.83,0.56,0.14,0.58,0.06,0.01,0.08120000000000001,0
0.92,0.65,0.58,0.72,0.09,0.85,0.05,0.03,0.0765,1
0.88,0.45,0.62,0.85,0.0,0.53,0.1,0.0,0.0,0
0.98,0.74,0.46,0.73,0.2,1.0,0.05,0.06,0.2,1
0.98,0.63,0.46,0.77,0.11,0.58,0.07,0.04,0.0638,1
0.61,0.95,0.4,0.74,0.06,0.74,0.06,0.02,0.044399999999999995,0
0.94,0.99,0.57,0.88,0.12,0.75,0.1,0.03,0.09,1
0.59,0.91,0.47,0.98,0.18,0.79,0.09,0.06,0.1422,1
0.56,0.9,0.64,0.53,0.0,0.5,0.09,0.0,0.0,0
0.95,0.73,0.81,0.94,0.13,0.69,0.07,0.06,0.0897,1
0.5,0.79,0.68,0.68,0.05,0.65,0.09,0.03,0.0325,0
0.98,0.97,0.62,0.53,0.08,0.65,0.07,0.01,0.052000000000000005,0
0.85,0.64,0.68,0.62,0.06,0.7,0.09,0.04,0.041999999999999996,1
0.7,0.8,0.4,0.5,0.0,0.55,0.09,0.0,0.0,0
0.86,0.83,0.54,0.83,0.1,0.65,0.06,0.05,0.065,1
0.73,0.45,0.54,0.56,0.0,0.6,0.1,0.0,0.0,0
0.74,0.67,0.67,0.74,0.04,0.74,0.05,0.0,0.0296,0
0.56,0.75,0.75,0.72,0.04,0.85,0.02,0.0,0.034,0
0.91,0.95,0.81,0.79,0.07,0.6,0.1,0.0,0.042,0
0.66,0.79,0.79,0.98,0.0,0.5,0.1,0.01,0.0,0
0.78,0.96,0.71,0.56,0.13,0.81,0.05,0.03,0.1053,1
0.79,0.91,0.85,0.94,0.0,0.73,0.1,0.0,0.0,0
0.56,0.89,0.52,0.66,0.02,0.5,0.1,0.0,0.01,0
0.82,0.66,0.6,0.82,0.04,0.77,0.03,0.02,0.0308,0
0.56,0.9,0.88,0.51,0.05,0.71,0.06,0.0,0.0355,0
0.73,0.51,0.78,0.87,0.08,0.56,0.1,0.01,0.044800000000000006,0
0.6,0.77,0.77,0.93,0.06,0.5,0.1,0.0,0.03,0
0.58,0.89,0.48,0.62,0.17,0.7,0.07,0.09,0.119,1
0.61,0.8,0.59,0.81,0.08,0.79,0.08,0.02,0.0632,1
0.84,0.88,0.59,0.71,0.09,0.64,0.07,0.03,0.0576,0
0.53,0.51,0.47,0.58,0.02,0.63,0.09,0.01,0.0126,0
0.85,0.71,0.53,0.66,0.09,0.52,0.09,0.0,0.0468,0
0.77,0.46,0.59,0.67,0.03,0.71,0.04,0.0,0.0213,0
0.62,0.61,0.74,0.89,0.03,0.6,0.08,0.0,0.018,0
0.72,0.45,0.94,0.89,0.21,0.91,0.1,0.09,0.1911,1
0.68,0.9,0.84,0.76,0.15,0.64,0.07,0.06,0.096,1
0.91,0.74,0.6,0.6,0.03,0.5,0.1,0.0,0.015,0
0.86,0.66,0.8,0.77,0.1,0.79,0.07,0.01,0.07900000000000001,1
0.88,0.72,0.92,0.57,0.09,0.77,0.07,0.06,0.0693,1
0.73,0.97,0.8,0.99,0.05,0.59,0.07,0.0,0.0295,0
0.65,0.77,0.93,0.67,0.17,1.0,0.05,0.02,0.17,1
0.82,0.7,0.61,0.62,0.06,0.68,0.09,0.02,0.0408,0
0.61,0.79,0.82,0.82,0.13,0.72,0.08,0.04,0.0936,1
0.83,0.55,0.45,0.64,0.03,0.68,0.07,0.0,0.0204,0
0.56,0.51,0.94,0.71,0.1,0.75,0.06,0.03,0.07500000000000001,0
0.6,0.72,0.83,0.87,0.13,0.84,0.05,0.04,0.1092,1
0.8,0.69,0.66,0.79,0.02,0.56,0.1,0.01,0.011200000000000002,0
0.78,0.85,0.43,0.55,0.06,0.67,0.08,0.01,0.0402,0
0.62,0.75,0.43,0.94,0.06,0.65,0.08,0.0,0.039,0
0.8,0.98,0.96,0.83,0.17,0.79,0.05,0.05,0.1343,1
0.51,0.47,0.67,0.68,0.12,0.88,0.03,0.01,0.1056,0
0.88,0.77,0.94,0.98,0.06,0.64,0.08,0.0,0.0384,0
0.64,0.95,0.66,0.82,0.06,0.64,0.04,0.02,0.0384,0
0.6,0.78,0.97,0.63,0.08,0.68,0.09,0.03,0.054400000000000004,0
0.83,0.65,0.93,0.97,0.0,0.59,0.08,0.0,0.0,0
0.88,0.81,0.56,0.96,0.14,0.72,0.06,0.05,0.1008,1
0.53,0.93,0.78,0.9,0.02,0.66,0.05,0.01,0.013200000000000002,0
0.6,0.63,0.77,0.68,0.06,0.67,0.08,0.06,0.0402,1
0.78,0.81,0.99,0.89,0.14,0.76,0.08,0.06,0.10640000000000001,1
0.51,0.99,0.91,0.64,0.09,0.75,0.1,0.0,0.0675,1
0.65,0.65,0.68,0.59,0.04,0.73,0.06,0.0,0.0292,0
0.88,0.58,0.79,0.51,0.02,0.72,0.1,0.01,0.0144,0
0.62,0.54,0.46,0.99,0.05,0.75,0.07,0.0,0.037500000000000006,0
0.86,0.97,0.47,0.51,0.07,0.73,0.08,0.07,0.051100000000000007,1
0.66,0.51,0.8,0.7,0.18,0.66,0.1,0.07,0.1188,1
0.7,0.73,0.72,0.61,0.03,0.56,0.1,0.0,0.016800000000000002,0
0.93,0.84,0.71,0.59,0.06,0.62,0.09,0.0,0.0372,0
0.68,0.52,0.74,0.61,0.0,0.59,0.08,0.0,0.0,0
0.56,0.83,0.57,0.88,0.05,0.58,0.06,0.04,0.028999999999999998,1
0.87,0.57,0.9,0.51,0.09,0.61,0.09,0.04,0.0549,1
0.57,0.9,0.98,0.5,0.02,0.5,0.1,0.0,0.01,0
0.62,0.63,0.82,0.51,0.08,0.65,0.08,0.02,0.052000000000000005,0
0.86,0.55,0.55,0.72,0.0,0.61,0.08,0.0,0.0,0
0.51,0.46,0.57,0.77,0.09,0.66,0.05,0.02,0.0594,0
0.9,0.93,0.98,0.66,0.06,0.63,0.07,0.03,0.0378,0
0.6,0.5,0.77,0.89,0.03,0.65,0.1,0.0,0.0195,0
0.73,0.73,0.64,0.7,0.14,0.8,0.06,0.05,0.11200000000000002,1
0.55,0.85,0.73,0.93,0.04,0.66,0.05,0.01,0.026400000000000003,0
0.75,0.95,0.43,0.83,0.1,0.74,0.07,0.02,0.074,0
0.56,0.49,0.44,0.58,0.08,0.75,0.1,0.0,0.06,0
0.88,0.85,0.92,0.66,0.15,0.7,0.1,0.07,0.105,1
0.68,0.74,0.53,0.98,0.08,0.79,0.04,0.05,0.0632,1
0.55,0.83,0.4,0.91,0.05,0.6,0.06,0.01,0.03,0
0.92,0.8,0.61,0.94,0.05,0.62,0.07,0.01,0.031,0
0.78,0.71,0.85,0.81,0.09,0.5,0.09,0.0,0.045,0
0.92,0.94,0.6,0.54,0.05,0.6,0.08,0.01,0.03,0
0.88,0.62,0.52,0.63,0.1,0.57,0.06,0.05,0.056999999999999995,1
0.51,0.96,0.93,0.95,0.08,0.8,0.07,0.04,0.064,1
0.68,0.93,0.87,0.96,0.02,0.71,0.06,0.0,0.014199999999999999,0
0.53,0.8,0.75,0.74,0.0,0.54,0.09,0.03,0.0,0
0.55,0.98,0.68,0.71,0.08,0.64,0.07,0.0,0.0512,0
0.98,0.6,0.98,0.54,0.06,0.51,0.08,0.01,0.0306,0
0.86,0.98,0.77,0.87,0.13,0.65,0.05,0.06,0.0845,1
0.77,0.99,0.48,0.58,0.04,0.69,0.07,0.02,0.0276,0
0.79,0.49,0.72,0.8,0.1,0.82,0.04,0.02,0.082,1
0.56,0.53,0.61,0.9,0.09,0.68,0.05,0.01,0.061200000000000004,0
0.58,0.78,0.56,0.7,0.0,0.61,0.06,0.03,0.0,0
0.74,0.78,0.99,0.85,0.06,0.67,0.08,0.0,0.0402,0
0.82,0.8,0.62,0.5,0.14,0.69,0.04,0.04,0.0966,1
0.5,0.75,0.75,0.71,0.08,0.71,0.1,0.01,0.056799999999999996,0
0.55,0.96,0.45,0.72,0.07,0.64,0.1,0.02,0.044800000000000006,0
0.67,0.64,0.87,0.72,0.1,0.76,0.1,0.03,0.07600000000000001,1
0.59,0.61,0.78,0.64,0.03,0.62,0.06,0.02,0.0186,0
0.77,0.64,0.68,0.95,0.05,0.5,0.09,0.03,0.025,0
0.6,0.72,0.66,0.5,0.07,0.72,0.06,0.0,0.0504,0
0.82,0.65,0.44,0.55,0.14,0.75,0.05,0.02,0.10500000000000001,0
0.5,0.63,0.48,0.89,0.01,0.56,0.07,0.02,0.005600000000000001,0
0.62,0.47,0.63,0.84,0.07,0.67,0.1,0.0,0.046900000000000004,0
0.86,0.74,0.58,0.66,0.06,0.57,0.1,0.01,0.034199999999999994,0
0.69,0.49,0.72,0.72,0.12,0.61,0.07,0.03,0.0732,0
