test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
75,56,66,52,0,50,10,0,No
51,76,43,97,3,65,8,3,No
65,46,40,78,0,55,10,1,No
87,66,45,59,13,77,6,1,No
95,85,97,69,12,68,7,3,No
50,92,70,83,8,72,10,4,Yes
98,84,40,64,13,65,7,0,No
60,68,92,89,10,60,10,1,No
84,94,44,94,8,60,7,4,Yes
92,75,58,50,1,53,5,0,No
78,48,44,75,2,65,10,0,No
86,68,93,81,7,75,10,0,Yes
66,87,44,51,3,64,7,0,No
88,61,88,81,16,77,9,5,Yes
91,84,70,90,9,70,6,0,No
77,63,99,78,7,78,9,3,Yes
78,84,83,69,12,61,8,5,Yes
92,82,46,72,10,72,6,1,No
52,99,54,61,6,68,6,1,No
59,78,90,93,14,83,10,4,Yes
91,91,94,59,11,63,8,4,Yes
63,77,92,68,4,80,9,0,No
61,50,52,59,6,65,8,0,No
96,95,51,68,6,54,9,1,No
91,80,58,75,4,59,6,2,No
79,57,52,73,10,77,10,1,No
81,91,66,58,6,64,7,3,No
81,53,77,78,2,55,10,1,No
91,79,72,78,9,83,3,2,Yes
81,78,45,86,13,79,6,7,Yes
75,60,52,77,0,58,9,1,No
50,62,52,52,1,63,8,0,No
91,62,52,72,0,69,6,0,No
51,82,59,53,0,72,3,0,No
66,94,75,63,8,62,9,6,Yes
79,87,76,87,1,69,7,0,No
88,76,84,62,12,91,3,6,Yes
56,51,48,77,0,54,10,0,No
76,67,56,88,10,74,10,3,No
58,67,74,93,7,72,5,1,No
71,90,98,69,3,61,5,2,No
83,62,91,77,4,55,6,4,Yes
95,51,57,81,8,59,8,1,No
98,86,64,63,11,69,6,2,No
50,84,98,62,13,65,10,0,No
58,68,54,60,7,53,7,4,Yes
69,58,62,87,6,54,10,1,No
68,94,40,88,8,63,6,3,No
85,49,80,91,5,63,7,0,No
89,90,77,64,6,60,7,1,No
94,98,57,58,4,55,10,0,No
53,66,40,52,7,77,8,2,No
58,66,93,54,1,50,10,0,No
90,54,78,77,8,68,7,3,No
71,70,49,91,6,78,3,5,Yes
67,59,70,64,9,70,6,3,No
61,82,77,52,8,91,9,4,Yes
91,85,46,99,4,69,7,2,No
92,86,77,84,3,61,8,2,No
88,99,47,56,14,69,10,5,Yes
58,93,73,79,5,72,7,2,No
55,45,48,73,11,77,6,6,Yes
68,58,64,80,0,65,9,2,No
97,80,66,63,9,62,10,4,Yes
96,75,80,65,12,69,5,4,Yes
56,72,46,53,6,52,7,0,No
65,78,71,52,8,67,7,4,Yes
54,79,48,84,9,73,7,2,No
65,83,56,58,11,64,9,5,Yes
50,67,74,53,8,64,10,2,No
86,90,87,68,14,71,6,5,Yes
88,88,55,73,6,69,7,2,No
68,63,41,60,14,62,10,1,No
86,62,82,64,2,56,10,1,No
66,59,70,85,11,58,8,3,No
75,45,55,80,7,64,8,2,No
71,69,86,57,18,81,9,9,Yes
57,70,72,51,7,72,10,0,No
82,79,60,99,11,77,10,2,Yes
51,59,56,52,0,55,9,0,No
79,48,74,52,10,80,7,6,Yes
96,59,93,70,9,88,8,1,Yes
69,86,93,61,11,69,5,6,Yes
67,82,90,63,2,63,8,6,Yes
92,89,91,72,6,63,7,5,Yes
59,83,46,62,8,64,9,0,No
73,98,93,65,8,61,6,0,No
53,45,68,66,6,71,10,2,No
86,66,50,67,8,79,7,2,No
53,55,69,62,2,50,9,0,No
62,90,57,75,6,72,7,1,No
74,82,96,94,4,56,10,0,No
62,81,85,89,20,84,3,7,Yes
67,95,55,88,9,72,6,2,No
73,70,45,80,15,80,8,4,Yes
51,95,41,89,2,65,7,4,Yes
97,71,94,66,7,64,10,0,No
82,57,82,81,4,62,8,0,No
68,51,82,50,7,81,6,4,Yes
58,52,97,84,6,67,7,0,No
77,90,49,85,2,68,9,0,No
84,95,43,68,11,68,8,1,No
88,95,88,77,10,70,7,2,No
59,67,49,51,7,77,9,1,No
50,70,48,78,11,62,6,6,Yes
91,88,84,92,13,73,6,6,Yes
70,99,82,78,16,74,6,2,No
58,71,81,92,8,80,5,1,Yes
96,53,63,68,12,89,6,0,Yes
64,90,44,77,6,73,5,2,No
84,82,74,83,9,83,4,3,Yes
54,91,43,80,10,60,8,0,No
90,57,74,86,4,50,7,5,Yes
71,51,81,68,6,70,9,0,No
90,55,95,81,0,68,10,0,No
72,54,52,78,12,68,9,3,No
56,77,76,58,12,66,8,6,Yes
72,83,71,56,1,64,6,0,No
93,94,84,61,15,89,4,7,Yes
74,99,98,80,13,76,5,4,Yes
76,47,95,67,7,76,9,0,Yes
90,85,40,77,10,79,7,1,Yes
55,73,96,99,9,74,7,2,No
83,81,50,70,1,73,9,0,No
58,99,65,58,19,73,4,2,No
98,89,42,83,0,54,9,0,No
82,60,88,83,0,54,10,3,No
55,60,90,96,11,74,8,4,Yes
86,88,52,73,13,86,2,5,Yes
80,94,71,65,17,84,5,5,Yes
83,87,87,77,9,50,9,3,No
90,93,89,95,4,94,7,0,No
78,51,62,96,6,71,4,4,Yes
63,59,97,84,10,83,6,5,Yes
85,82,91,55,4,69,7,0,No
85,50,62,87,1,50,10,1,No
64,62,90,90,6,72,9,0,No
57,63,69,60,2,51,10,0,No
75,96,45,53,7,71,8,5,Yes
85,95,94,63,5,71,3,0,No
97,46,46,62,10,81,4,6,Yes
70,47,86,64,3,60,6,0,No
77,90,69,98,5,50,10,1,No
53,98,76,57,11,69,8,0,No
65,69,87,92,1,68,7,0,No
71,80,71,73,3,64,9,0,No
61,98,45,60,9,69,6,3,No
65,93,74,97,3,60,9,2,No
89,72,71,84,14,83,8,3,Yes
87,82,51,74,3,79,8,0,No
91,72,43,72,7,66,10,0,No
86,76,71,96,3,72,8,5,Yes
78,95,98,94,15,85,6,4,Yes
67,85,93,56,2,55,10,0,No
59,80,74,54,16,68,7,5,Yes
91,83,87,81,9,81,10,7,Yes
88,80,55,77,7,60,8,0,No
67,87,94,93,0,58,9,0,No
50,98,90,52,15,80,7,3,Yes
88,67,54,79,10,61,5,0,No
70,46,80,93,0,59,8,0,No
50,54,91,54,2,66,6,0,No
64,50,41,82,0,50,10,0,No
53,52,45,69,1,63,7,3,No
69,59,53,79,5,52,9,3,No
59,89,80,93,15,71,7,4,Yes
72,73,68,71,19,78,5,7,Yes
90,72,81,71,10,50,10,4,Yes
83,66,65,87,0,57,10,1,No
95,78,57,78,20,66,5,8,Yes
97,64,86,70,0,50,9,1,No
82,77,43,67,12,72,7,5,Yes
83,59,76,97,7,77,3,6,Yes
88,51,96,60,13,81,7,3,Yes
59,68,94,59,2,55,10,0,No
69,70,92,84,12,61,9,3,No
50,94,77,75,14,72,7,2,No
62,54,64,99,7,75,8,2,No
50,59,86,93,5,70,8,1,No
54,81,91,95,11,61,5,5,Yes
65,68,68,53,13,69,9,2,No
64,55,73,59,3,55,10,0,No
98,84,55,88,5,50,10,3,No
77,65,76,65,3,74,7,0,No
80,84,69,90,0,66,10,0,No
72,82,62,79,12,87,7,7,Yes
97,59,99,52,7,81,9,5,Yes
94,59,75,83,6,68,7,4,Yes
92,81,67,74,6,76,8,0,Yes
66,89,40,87,9,67,9,0,No
98,58,47,91,4,67,9,3,No
83,87,92,85,12,67,10,5,Yes
62,96,81,53,6,66,7,3,No
63,65,54,91,0,66,4,0,No
60,88,73,59,10,77,9,5,Yes
77,64,58,62,2,50,9,2,No
91,77,83,55,8,77,6,5,Yes
81,47,69,56,11,59,9,3,No
84,84,49,77,8,63,8,3,No
80,67,83,86,7,50,10,1,No
66,88,97,64,5,59,4,4,Yes
96,91,92,79,10,84,7,2,Yes
58,67,66,89,3,67,10,0,No
59,71,59,59,9,70,8,3,No
57,79,64,61,5,84,7,2,No
70,69,48,66,6,59,8,0,No
62,76,79,97,1,63,7,0,No
99,66,73,79,10,82,7,0,Yes
54,52,60,50,2,71,6,2,No
55,95,63,85,2,69,6,3,No
79,96,95,89,6,77,7,2,Yes
80,82,46,73,12,81,4,4,Yes
66,62,43,87,9,75,8,6,Yes
60,72,90,70,0,50,10,0,No
69,72,47,91,3,64,10,2,No
97,55,95,81,14,85,4,3,Yes
58,56,52,67,11,64,9,5,Yes
51,99,97,62,1,54,9,0,No
86,46,60,86,11,72,9,1,No
50,81,74,93,0,71,10,0,No
53,48,44,70,0,52,9,0,No
85,85,91,67,3,56,9,0,No
74,89,47,89,11,53,8,0,No
52,89,41,95,7,59,10,0,No
58,91,98,96,9,77,8,1,Yes
71,78,63,75,0,52,9,0,No
72,67,81,54,11,60,6,2,No
61,57,93,54,14,70,6,8,Yes
59,51,55,80,6,62,10,2,No
83,76,43,77,17,85,5,7,Yes
92,67,98,98,12,60,8,3,No
59,93,69,62,16,60,7,6,Yes
79,52,85,98,5,76,8,1,Yes
71,94,69,60,9,74,5,3,No
55,91,74,50,3,51,10,3,No
99,91,81,73,2,73,8,4,Yes
51,81,52,62,2,50,10,2,No
79,78,76,67,9,78,8,3,Yes
51,92,93,73,0,71,7,0,No
81,73,88,78,8,83,9,3,Yes
91,81,88,77,0,50,9,0,No
65,67,50,87,4,64,6,2,No
61,82,97,94,8,53,9,1,No
50,73,58,71,2,76,4,0,No
57,88,57,69,5,72,10,2,No
97,49,99,60,7,68,8,0,No
99,96,56,69,7,59,7,1,No
62,84,50,90,8,66,9,2,No
64,55,54,62,0,60,9,0,No
93,58,47,96,1,73,7,4,Yes
57,93,83,73,2,69,6,3,No
59,86,68,92,6,63,8,0,No
95,46,56,73,16,68,5,3,No
54,79,65,97,9,74,10,3,No
99,89,95,66,0,68,5,0,No
68,93,44,54,9,80,8,1,No
96,79,43,79,5,56,7,0,No
87,86,95,63,6,63,8,0,No
60,72,63,64,2,69,9,1,No
92,52,50,58,5,59,10,0,No
69,76,69,63,0,63,10,0,No
69,48,79,59,5,66,10,0,No
70,89,87,71,9,63,7,3,No
67,51,87,80,1,75,6,4,Yes
99,83,74,62,6,66,9,1,No
59,92,83,66,1,54,9,1,No
83,71,95,50,5,74,7,3,No
75,81,84,63,8,84,4,0,Yes
79,61,72,93,6,67,8,0,No
58,54,75,88,8,60,8,3,No
95,48,60,84,11,57,10,4,Yes
80,67,77,50,4,63,10,0,No
91,58,44,76,6,91,3,2,No
53,49,44,94,0,65,8,0,No
55,46,60,71,2,55,8,0,No
63,90,64,83,7,65,8,1,No
53,68,49,58,9,61,8,2,No
75,62,97,99,6,69,9,4,Yes
96,71,58,85,9,53,8,3,No
97,68,71,97,1,65,10,1,No
88,73,57,81,9,69,7,0,No
66,55,97,87,1,77,8,0,No
68,92,73,69,15,80,4,4,Yes
98,62,87,76,17,87,6,5,Yes
55,92,54,52,15,82,7,6,Yes
78,97,63,60,4,66,8,2,No
60,48,44,73,8,74,5,5,Yes
65,77,92,78,0,62,9,0,No
79,58,93,54,12,60,3,1,No
74,88,71,82,7,73,4,6,Yes
89,86,48,57,0,58,8,0,No
60,76,94,68,9,86,4,0,Yes
56,95,44,53,5,57,9,0,No
75,48,44,90,4,50,6,2,No
71,64,97,84,9,77,10,4,Yes
74,65,80,79,11,50,8,4,Yes
68,47,80,54,7,76,9,3,No
80,69,73,97,0,70,8,2,No
75,48,46,89,7,64,8,1,No
91,91,65,87,3,60,8,0,No
90,55,40,52,9,58,10,5,Yes
85,60,91,65,8,61,10,2,No
72,80,73,57,5,67,8,2,No
96,50,65,94,6,72,8,8,Yes
62,75,96,54,0,56,10,1,No
74,84,71,87,15,71,7,3,No
51,57,51,84,6,68,8,4,Yes
51,67,45,57,6,74,5,2,No
65,96,59,85,9,70,8,4,Yes
58,48,58,74,0,64,8,0,No
77,81,55,98,12,70,10,3,No
62,86,43,57,4,50,10,4,Yes
84,81,71,70,8,77,8,0,Yes
90,88,57,95,5,50,10,1,No
62,77,44,58,0,50,7,0,No
80,86,96,81,5,67,9,0,No
70,73,93,93,5,58,6,2,No
81,81,89,62,7,68,4,2,No
83,63,45,72,4,78,6,2,No
57,95,96,57,6,50,9,0,No
90,64,53,84,5,67,4,3,No
97,76,91,77,1,50,8,0,No
51,88,88,64,6,63,7,0,No
87,99,57,78,8,61,7,5,Yes
81,60,92,53,3,50,10,2,No
89,49,49,83,11,84,8,2,No
77,93,62,86,7,70,7,0,No
86,90,95,73,10,84,7,2,Yes
90,56,90,70,2,54,10,2,No
50,89,96,51,3,74,4,3,No
90,65,57,56,5,70,10,0,No
59,58,43,60,0,50,10,0,No
53,81,91,61,0,50,8,1,No
84,66,71,53,13,62,10,8,Yes
59,74,86,84,3,66,7,0,No
96,67,45,89,7,69,6,5,Yes
60,49,65,75,6,81,8,3,No
63,73,45,67,5,55,8,0,No
87,74,74,86,2,67,9,0,No
61,62,80,65,11,73,3,3,No
94,90,82,61,6,58,9,4,Yes
66,94,44,90,10,78,7,4,Yes
65,96,53,89,15,72,9,7,Yes
84,45,41,86,0,61,6,0,No
51,83,93,68,10,71,9,2,No
60,61,90,64,6,60,8,2,No
90,47,79,71,2,66,9,0,No
52,86,52,69,9,75,7,4,Yes
78,51,90,92,6,77,6,1,Yes
67,71,44,62,3,60,8,1,No
69,72,86,72,16,74,7,6,Yes
96,88,75,80,11,59,5,5,Yes
63,98,75,75,2,57,9,1,No
83,75,89,94,9,61,7,2,No
98,59,95,81,6,68,8,3,No
80,99,58,70,3,70,10,0,No
89,97,59,66,8,78,9,1,Yes
91,92,61,78,11,83,7,1,Yes
67,52,70,78,1,67,5,0,No
79,50,80,97,0,60,7,0,No
74,72,86,71,0,50,9,2,No
68,48,83,98,0,65,10,0,No
57,74,43,68,9,60,9,5,Yes
77,87,42,63,10,67,10,2,No
57,61,76,88,1,60,10,1,No
80,78,64,72,6,57,10,2,No
52,50,88,90,0,52,10,0,No
52,80,76,51,3,64,9,0,No
93,79,98,81,5,63,5,3,No
71,83,43,87,9,67,7,3,No
66,83,92,82,13,66,10,1,No
85,60,78,56,1,71,10,0,No
66,46,46,97,1,50,9,4,Yes
63,52,46,83,7,87,8,0,No
58,59,88,53,0,60,7,0,No
79,71,64,72,2,55,8,0,No
70,60,54,69,10,54,5,4,Yes
61,45,46,71,11,59,10,9,Yes
86,54,86,95,2,64,9,0,No
81,51,91,78,2,58,7,0,No
60,92,43,92,10,56,10,2,No
69,54,73,90,10,57,9,2,No
84,56,93,86,5,58,10,1,No
96,61,84,52,4,59,6,2,No
95,89,83,71,11,78,9,5,Yes
60,56,81,69,7,61,10,4,Yes
57,59,58,74,5,90,5,1,No
53,90,86,83,16,78,6,7,Yes
76,95,88,91,9,76,5,5,Yes
93,76,92,78,2,74,9,0,No
89,76,77,59,10,56,8,7,Yes
87,95,66,88,5,59,4,1,No
96,70,44,96,7,64,10,1,No
79,58,92,86,10,81,7,6,Yes
93,94,99,89,13,73,7,5,Yes
97,70,97,99,0,61,8,2,No
97,49,52,69,4,73,10,1,No
76,96,98,87,5,74,7,4,Yes
70,82,85,72,7,82,6,3,Yes
69,94,95,60,3,50,9,0,No
53,90,53,57,5,59,7,0,No
60,48,69,78,4,60,8,0,No
62,72,86,85,0,52,10,0,No
58,99,87,74,6,70,7,5,Yes
53,45,49,88,9,76,3,5,Yes
61,57,71,83,0,50,7,0,No
58,87,40,96,7,73,8,3,No
62,47,63,81,5,58,6,2,No
97,93,68,90,0,60,9,0,No
75,94,82,72,6,57,10,2,No
87,69,46,70,7,75,8,2,No
91,86,70,68,14,65,8,6,Yes
62,60,56,74,4,64,8,0,No
88,65,69,72,9,75,7,1,Yes
77,57,64,68,3,66,8,0,No
68,96,67,54,9,61,6,3,No
73,88,75,68,12,71,7,4,Yes
68,80,46,84,0,59,10,4,Yes
98,52,74,61,8,75,9,4,Yes
62,88,95,88,10,68,7,2,No
62,63,59,74,5,62,9,2,No
77,91,53,54,9,66,9,5,Yes
51,60,89,61,9,55,9,2,No
59,56,89,76,0,69,8,0,No
71,64,95,53,8,80,7,0,Yes
62,62,69,68,12,87,6,6,Yes
58,98,95,94,5,69,8,4,Yes
82,56,40,96,3,51,10,0,No
63,92,77,73,4,50,8,1,No
97,69,80,91,9,72,5,2,No
69,96,64,77,15,68,6,9,Yes
64,55,73,82,16,72,7,4,Yes
81,66,47,84,15,73,7,5,Yes
82,96,95,99,7,70,8,4,Yes
66,90,59,65,3,58,7,2,No
73,78,69,61,0,67,10,1,No
79,57,43,65,9,62,9,2,No
62,90,60,60,22,79,6,8,Yes
96,82,66,92,9,76,6,5,Yes
97,56,49,77,9,66,8,4,Yes
65,83,62,72,7,81,8,0,Yes
51,80,72,95,9,62,10,0,No
66,72,50,66,3,73,10,1,No
81,71,80,68,9,57,10,0,No
92,83,58,60,7,62,7,2,No
57,57,50,53,8,76,10,5,Yes
52,87,43,59,6,83,6,2,No
61,84,62,68,9,74,7,0,No
69,71,44,85,2,70,8,0,No
65,95,92,92,13,78,5,6,Yes
63,75,88,88,11,69,7,3,No
65,46,89,90,4,50,8,3,No
98,97,44,71,6,58,10,1,No
92,62,57,51,1,55,7,0,No
98,70,56,82,2,52,10,4,Yes
82,97,97,89,6,51,10,1,No
79,86,42,76,9,85,6,0,Yes
61,75,82,68,7,61,7,4,Yes
64,82,88,97,16,62,10,7,Yes
67,66,97,95,4,93,9,4,Yes
77,80,47,53,4,74,8,0,No
72,63,95,68,6,57,7,0,No
63,58,79,74,1,53,8,1,No
79,58,62,55,14,61,8,5,Yes
82,94,62,96,17,62,7,3,No
94,73,41,62,12,64,8,3,No
64,61,96,71,10,75,5,2,Yes
56,94,78,53,6,80,6,3,Yes
64,94,60,51,11,83,7,4,Yes
91,81,91,52,14,86,5,5,Yes
95,53,63,95,5,64,7,0,No
87,45,92,79,13,79,6,5,Yes
95,48,77,53,7,71,6,2,No
93,51,59,97,6,66,7,6,Yes
60,55,89,92,1,73,10,0,No
78,58,99,78,7,74,6,1,No
80,86,78,94,13,75,8,5,Yes
74,63,99,82,0,52,7,0,No
73,84,89,62,9,82,3,0,Yes
68,47,66,96,9,56,7,1,No
51,52,83,88,5,51,9,2,No
71,73,78,81,0,50,8,0,No
69,94,46,77,1,60,5,0,No
82,81,72,86,7,71,7,5,Yes
57,96,68,77,0,50,10,0,No
74,87,49,76,21,81,8,7,Yes
95,53,49,74,13,84,6,2,No
58,63,51,79,0,66,6,1,No
83,56,42,55,11,65,10,8,Yes
72,71,42,79,10,78,10,0,No
54,81,52,58,4,74,8,0,No
74,92,84,55,13,84,9,0,Yes
57,69,70,78,0,67,9,3,No
65,89,66,72,5,50,10,0,No
97,82,45,55,6,82,7,0,No
94,92,66,71,18,81,8,7,Yes
64,94,74,51,3,58,10,1,No
50,61,99,80,8,78,7,1,Yes
71,88,86,55,4,62,10,1,No
52,77,48,91,11,50,10,5,Yes
87,83,92,54,6,77,5,1,Yes
63,58,45,69,0,54,6,0,No
85,72,45,61,7,65,10,3,No
67,62,79,87,10,70,10,6,Yes
96,99,65,87,12,69,7,3,No
90,77,82,57,0,62,7,0,No
67,96,58,98,0,69,9,0,No
52,86,55,99,3,68,9,0,No
59,59,80,92,0,50,6,0,No
98,55,62,82,3,50,10,1,No
88,80,50,88,6,62,7,0,No
96,59,55,89,10,62,8,0,No
50,97,68,80,5,57,7,0,No
76,92,77,52,2,54,7,0,No
76,74,98,68,2,75,3,0,No
60,59,88,97,8,73,8,3,No
98,93,87,57,8,65,6,4,Yes
54,67,59,79,2,63,9,1,No
56,87,60,80,10,74,7,8,Yes
68,94,67,78,12,65,8,5,Yes
78,92,89,55,12,73,7,3,No
64,59,72,51,5,50,10,2,No
84,73,89,72,3,63,8,0,No
96,55,79,93,6,72,10,3,No
86,89,65,79,5,71,6,1,No
61,62,93,87,0,61,10,0,No
79,84,49,95,6,53,10,3,No
69,75,73,88,0,63,10,0,No
86,53,48,58,3,73,7,1,No
52,66,95,56,2,72,9,3,No
58,55,75,96,13,73,8,6,Yes
90,61,50,93,1,64,7,0,No
88,77,49,98,9,67,6,1,No
75,55,85,64,4,70,7,0,No
51,83,46,64,9,64,5,3,No
72,52,90,70,2,57,7,0,No
72,95,77,63,0,59,8,0,No
70,48,55,60,6,65,9,2,No
65,80,90,60,7,52,10,0,No
58,63,65,69,6,65,5,0,No
62,68,71,62,5,53,10,1,No
77,85,70,94,6,65,5,1,No
76,93,90,79,12,96,2,5,Yes
66,62,71,89,9,76,8,4,Yes
87,77,84,88,4,53,10,0,No
85,90,51,69,8,69,8,0,No
50,80,66,94,0,65,9,0,No
67,54,96,92,8,56,10,3,No
58,99,61,87,10,74,7,2,No
62,58,54,57,13,72,8,5,Yes
89,51,47,86,10,69,7,2,No
94,56,43,91,8,61,8,2,No
64,66,91,82,19,79,8,8,Yes
92,71,47,75,9,82,9,1,Yes
93,92,62,93,12,68,7,4,Yes
95,81,92,88,0,70,6,1,No
53,55,55,57,9,69,10,3,No
82,80,87,67,20,83,7,8,Yes
73,57,73,88,7,81,3,1,Yes
85,76,61,63,11,70,6,3,No
90,52,88,67,12,73,3,2,No
59,51,62,70,14,80,7,3,No
85,87,96,72,11,61,9,1,No
69,87,44,53,0,70,8,0,No
90,61,76,59,8,65,7,2,No
94,66,83,92,11,67,8,0,No
93,90,46,60,12,59,10,2,No
60,78,76,69,6,56,10,2,No
61,64,65,68,4,68,7,2,No
67,97,99,50,6,77,7,1,Yes
79,52,67,80,5,57,10,2,No
93,66,43,51,8,74,10,3,No
97,71,88,90,11,69,7,4,Yes
86,78,71,98,10,56,10,3,No
69,65,77,54,4,59,10,0,No
74,59,85,83,0,67,8,0,No
61,49,48,53,7,57,9,6,Yes
70,82,75,76,6,53,10,3,No
74,61,65,88,14,67,6,5,Yes
60,52,50,98,10,63,7,6,Yes
58,63,59,52,7,84,4,2,No
99,49,92,75,3,65,9,0,No
74,67,87,90,0,72,7,0,No
84,63,87,50,7,66,9,1,No
81,58,87,65,7,70,9,1,No
98,54,77,84,0,69,9,2,No
63,75,54,68,9,56,5,0,No
50,57,74,65,5,55,8,0,No
66,66,48,82,0,65,5,0,No
74,81,72,80,3,64,7,0,No
57,83,50,71,3,68,3,1,No
54,54,61,93,0,52,10,0,No
54,75,45,69,8,67,4,0,No
90,87,95,55,17,91,3,4,Yes
84,79,76,84,10,64,6,4,Yes
68,57,96,88,9,78,9,0,Yes
72,74,96,52,3,67,8,0,No
58,78,99,81,9,61,7,3,No
79,80,89,62,7,79,4,4,Yes
99,79,60,97,8,80,7,3,Yes
65,91,51,63,4,51,6,2,No
82,48,46,90,0,68,6,1,No
51,99,41,57,12,68,10,2,No
63,97,78,96,8,67,10,0,No
95,48,80,68,6,50,7,2,No
50,91,63,94,16,72,10,5,Yes
75,50,65,63,1,52,9,0,No
74,99,64,60,11,70,9,6,Yes
65,72,59,99,17,67,9,5,Yes
64,74,79,84,8,59,8,1,No
75,71,80,85,1,52,10,0,No
96,49,81,52,12,83,9,3,No
93,88,83,74,6,64,10,5,Yes
65,83,41,62,4,68,8,5,Yes
63,79,81,65,2,65,6,0,No
78,83,74,77,16,69,8,4,Yes
73,88,72,94,6,70,10,3,No
96,59,56,76,3,64,10,3,No
64,63,97,59,12,64,10,4,Yes
68,74,61,67,0,58,9,0,No
57,82,40,57,7,85,8,1,No
83,76,76,56,4,51,9,0,No
51,84,69,98,9,64,9,2,No
76,73,85,71,5,70,6,0,No
59,50,45,87,0,50,7,1,No
84,70,80,96,8,65,6,5,Yes
72,71,93,58,4,75,10,1,No
98,79,53,91,13,68,5,5,Yes
57,72,75,89,6,76,10,2,Yes
77,49,72,88,17,67,10,4,Yes
72,85,77,78,5,79,9,1,Yes
53,92,78,86,13,95,2,1,Yes
63,98,92,99,6,50,8,3,No
91,60,45,97,6,80,7,5,Yes
78,85,65,96,11,69,8,1,No
50,62,63,91,0,56,10,0,No
53,57,72,78,11,61,8,7,Yes
81,87,47,77,11,60,10,3,No
82,69,83,70,11,78,9,6,Yes
98,54,82,82,12,68,8,7,Yes
75,73,73,75,10,50,9,2,No
66,54,73,87,9,78,4,0,Yes
88,50,63,64,13,75,8,5,Yes
72,60,41,51,6,61,10,2,No
81,69,47,61,6,77,5,0,No
64,88,92,82,10,76,4,6,Yes
62,48,64,64,6,71,6,5,Yes
51,81,96,94,11,52,9,8,Yes
68,78,69,50,16,78,8,5,Yes
73,63,71,82,2,69,8,0,No
94,77,95,53,9,62,7,4,Yes
73,48,69,77,0,55,5,2,No
60,88,96,63,6,50,10,3,No
71,78,46,98,6,50,7,3,No
64,56,87,94,4,72,7,0,No
59,75,63,61,11,67,8,5,Yes
90,60,93,55,9,60,5,2,No
76,46,48,69,3,58,6,3,No
58,93,55,97,12,82,2,1,Yes
77,46,41,70,5,82,8,4,Yes
50,80,74,65,3,72,7,1,No
66,50,73,61,0,59,8,0,No
80,67,61,69,0,77,7,0,No
93,83,58,94,6,58,5,0,No
59,99,98,82,8,56,5,0,No
86,91,88,99,13,80,7,1,Yes
78,96,91,51,0,68,7,0,No
67,88,60,83,17,80,3,8,Yes
96,81,51,75,5,69,8,2,No
87,90,50,82,6,54,10,2,No
88,60,91,91,5,66,9,0,No
98,87,93,79,6,52,10,2,No
55,88,58,50,5,67,9,1,No
89,63,97,95,6,78,6,3,Yes
61,93,45,57,6,70,9,0,No
63,68,81,50,14,67,9,3,No
93,71,53,95,4,65,7,1,No
59,51,72,59,14,72,3,2,No
69,74,86,81,9,65,7,4,Yes
64,85,77,89,0,57,6,0,No
80,58,52,51,2,50,10,0,No
56,96,95,80,2,65,6,0,No
90,88,65,53,8,67,10,2,No
59,59,53,61,12,85,3,8,Yes
59,56,84,80,9,74,4,4,Yes
97,97,63,90,4,80,9,0,No
88,97,87,72,15,90,4,3,Yes
77,73,40,82,2,50,10,1,No
79,67,85,57,2,56,10,0,No
86,57,84,98,12,59,8,5,Yes
52,53,94,65,10,60,5,3,No
99,68,69,64,12,65,9,6,Yes
92,83,49,90,8,85,5,0,Yes
64,74,49,89,6,81,9,3,No
70,45,67,75,0,63,10,1,No
86,54,43,63,6,61,7,5,Yes
61,82,53,61,3,50,10,3,No
53,91,51,76,6,59,7,2,No
96,59,93,96,19,79,9,3,Yes
58,53,77,80,7,59,7,0,No
88,57,86,53,1,71,9,1,No
91,67,76,79,14,92,6,4,Yes
77,77,49,53,14,66,5,6,Yes
72,53,80,80,13,72,5,2,No
94,47,66,83,4,61,8,0,No
89,74,81,53,7,63,7,5,Yes
93,53,95,69,0,52,4,0,No
71,96,51,67,16,69,4,5,Yes
73,69,61,96,7,55,6,0,No
75,91,43,57,1,66,9,0,No
79,68,68,91,15,80,6,3,Yes
82,76,75,51,4,77,5,4,Yes
65,51,84,58,3,51,8,3,No
71,80,96,65,2,50,10,0,No
98,69,53,71,2,50,10,0,No
99,64,51,61,10,60,6,3,No
92,61,84,54,4,80,5,1,No
67,98,59,88,0,50,10,0,No
56,80,84,64,11,72,7,5,Yes
99,70,62,94,10,87,8,3,Yes
75,63,61,57,15,78,4,1,No
57,81,73,73,5,61,7,0,No
55,92,60,68,7,50,10,2,No
79,47,90,86,7,65,8,5,Yes
88,87,48,67,9,73,6,5,Yes
72,72,49,70,8,66,8,0,No
81,66,88,98,5,63,9,1,No
71,91,49,88,0,50,8,0,No
91,63,91,63,9,88,5,3,Yes
92,97,84,64,12,68,5,4,Yes
94,90,91,98,7,74,5,1,No
58,60,96,52,18,78,5,6,Yes
80,50,69,94,4,60,9,1,No
56,81,72,60,3,60,8,0,No
58,75,41,52,8,79,9,3,No
62,97,88,79,9,63,6,5,Yes
52,93,71,55,0,64,7,3,No
84,92,84,55,12,75,6,2,Yes
82,78,56,80,5,57,10,4,Yes
70,75,67,71,13,64,10,7,Yes
80,55,84,70,8,72,6,1,No
83,80,56,87,6,84,4,4,Yes
81,50,90,87,12,58,6,4,Yes
84,71,98,55,5,60,10,4,Yes
64,51,53,78,0,60,10,0,No
